feature,importance
delivery_duration,43.6256159036509
payment_installments,17.95279727493706
photos_qty,15.598247272956216
order_qty,10.915855758111471
review_score,7.052398859981411
freight_value,1.0683975605955112
weight_g,0.9809009862924114
delivery_delay,0.5915883250876234
category,0.5169304520729937
payment_type,0.5071641815964513
price,0.4902653726139573
content_length,0.376162031591996
state_cust,0.3236760205120201
